,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/伤逝__chunk005,杨戴/伤逝__chunk006,杨戴/伤逝__chunk007,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/在酒楼上__chunk003,杨戴/在酒楼上__chunk004,杨戴/在酒楼上__chunk005,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/奔月__chunk003,杨戴/奔月__chunk004,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/孤独者__chunk005,杨戴/孤独者__chunk006,杨戴/孤独者__chunk007,杨戴/孤独者__chunk008,杨戴/幸福的家庭__chunk001,杨戴/幸福的家庭__chunk002,杨戴/幸福的家庭__chunk003,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/故乡__chunk003,杨戴/故乡__chunk004,杨戴/明天__chunk001,杨戴/明天__chunk002,杨戴/明天__chunk003,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/狂人日记__chunk003,杨戴/狂人日记__chunk004,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/社戏__chunk003,杨戴/社戏__chunk004,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/祝福__chunk005,杨戴/祝福__chunk006,杨戴/祝福__chunk007,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/离婚__chunk003,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/肥皂__chunk003,杨戴/肥皂__chunk004,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/药__chunk003,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/铸剑__chunk004,杨戴/铸剑__chunk005,杨戴/铸剑__chunk006,杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/阿Q正传__chunk010,杨戴/阿Q正传__chunk011,杨戴/阿Q正传__chunk012,杨戴/阿Q正传__chunk013,杨戴/阿Q正传__chunk014,杨戴/阿Q正传__chunk015,杨戴/阿Q正传__chunk016,杨戴/阿Q正传__chunk017,杨戴/风波__chunk001,杨戴/风波__chunk002,杨戴/风波__chunk003,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/伤逝__chunk004,蓝/伤逝__chunk005,蓝/伤逝__chunk006,蓝/伤逝__chunk007,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/在酒楼上__chunk003,蓝/在酒楼上__chunk004,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/奔月__chunk003,蓝/奔月__chunk004,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/孤独者__chunk005,蓝/孤独者__chunk006,蓝/孤独者__chunk007,蓝/孤独者__chunk008,蓝/幸福的家庭__chunk001,蓝/幸福的家庭__chunk002,蓝/幸福的家庭__chunk003,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/故乡__chunk003,蓝/明天__chunk001,蓝/明天__chunk002,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/狂人日记__chunk003,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/社戏__chunk003,蓝/社戏__chunk004,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/祝福__chunk004,蓝/祝福__chunk005,蓝/祝福__chunk006,蓝/祝福__chunk007,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/离婚__chunk003,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/肥皂__chunk003,蓝/肥皂__chunk004,蓝/药__chunk001,蓝/药__chunk002,蓝/药__chunk003,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/铸剑__chunk004,蓝/铸剑__chunk005,蓝/铸剑__chunk006,蓝/铸剑__chunk007,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/阿Q正传__chunk009,蓝/阿Q正传__chunk010,蓝/阿Q正传__chunk011,蓝/阿Q正传__chunk012,蓝/阿Q正传__chunk013,蓝/阿Q正传__chunk014,蓝/阿Q正传__chunk015,蓝/阿Q正传__chunk016,蓝/阿Q正传__chunk017,蓝/风波__chunk001,蓝/风波__chunk002,蓝/风波__chunk003
蓝/离婚__chunk003,1.000737,1.189232,1.046666,1.158205,1.086071,1.031022,1.001835,1.204136,1.001340,1.108910,1.116027,1.099720,0.978503,0.870255,0.981344,1.096638,1.109376,1.038566,1.098064,1.006690,0.979886,1.145646,1.005494,1.207511,1.219053,1.171960,1.017201,1.188103,0.950241,1.034412,1.207161,0.998583,1.102304,1.306393,1.176634,1.202445,1.128239,1.258932,1.080762,1.162405,1.073374,1.152665,1.152991,1.035606,1.082556,1.075529,1.099859,1.307173,1.108548,0.979731,1.003513,0.790388,0.911450,1.003573,0.868775,0.946386,1.123110,0.902277,0.923224,1.005735,0.952486,1.026389,0.989160,0.928922,1.028897,1.221333,1.120086,1.207519,1.131503,1.257992,1.097412,1.072286,1.022725,1.143593,1.177347,0.998030,1.214332,1.078298,1.118076,1.268208,1.167507,1.093452,1.302122,0.987217,1.017251,0.892966,0.940687,1.112024,1.047814,1.071621,0.955817,1.065826,1.074091,1.077822,0.969393,1.169471,0.990045,0.890626,0.999161,0.971783,1.076651,1.057396,1.081524,0.986393,0.991393,1.026770,0.861182,0.969176,0.977841,1.116971,1.014279,1.180096,1.062177,0.983101,0.988059,1.032019,1.012931,1.075220,1.048719,1.033223,1.065551,1.146722,1.089855,1.092631,1.051173,0.905359,1.009749,0.935463,1.178439,1.085399,1.101977,0.718630,0.962105,0.000000,0.881619,0.918314,0.995457,0.977660,1.065544,0.915936,1.031590,1.012323,0.930483,0.981394,0.983404,0.892205,1.145199,1.345268,0.960183,1.112195,1.268531,1.034395,1.149273,1.162651,1.091660,1.096045,1.154483,1.080129,1.017809,1.009423,1.099163,1.068297,1.098834,1.069526,1.233913,0.960496,0.930828,0.965455
蓝/肥皂__chunk001,1.010522,1.133855,0.964637,1.136733,1.098138,0.991759,1.075544,1.214815,0.955704,1.126748,1.023431,1.159604,0.815053,0.993917,0.941442,1.126996,1.055231,0.916460,1.065162,0.977164,1.135410,1.222105,1.067822,1.159484,1.161600,1.112139,0.922570,1.141619,1.061317,1.174178,1.091494,0.976784,0.951167,1.248365,1.213363,1.321518,1.261722,1.324142,1.090188,1.140761,1.073976,1.047744,1.051983,1.248790,1.076458,1.107530,1.116876,1.197884,0.973440,0.881185,0.940177,0.931680,0.660743,1.011333,0.856738,0.796428,1.114662,0.879730,0.975552,0.898350,0.864383,1.002113,0.968766,0.977067,1.025610,1.174765,1.203863,1.202392,1.178619,1.179045,1.191889,1.087969,1.085755,1.153017,1.108300,1.081901,1.273725,1.072144,0.980626,1.173804,1.290869,1.043281,1.223389,0.835637,1.009475,0.867591,0.932965,0.973577,1.123596,1.092378,0.865479,0.919954,1.132831,1.003718,0.850895,1.005717,0.892839,0.784054,0.879474,0.826553,1.050437,0.994741,0.900296,0.868026,0.957391,1.028192,0.886951,0.859111,0.903234,0.994472,0.896407,1.020018,0.872160,0.939917,0.919602,0.823738,0.905246,1.010316,1.201615,1.055081,0.940127,1.044931,1.005561,0.938385,0.938247,0.952120,0.823065,0.822765,1.054653,1.060335,1.064261,0.829832,0.900433,0.881619,0.000000,0.797344,0.881019,0.895735,0.962481,0.915344,0.871529,0.938837,0.786375,0.915044,0.887893,0.954543,0.964442,1.180731,1.048837,1.108483,1.096803,1.020000,0.964796,1.104973,0.953353,0.945942,0.905676,1.058072,0.987677,0.787992,0.941939,0.988400,0.956588,0.941900,1.137457,0.720109,0.906275,0.842460
蓝/肥皂__chunk002,1.074863,1.160379,1.105526,1.110954,0.965765,0.838569,0.967060,1.160016,0.922111,1.073883,0.996721,1.101016,0.955658,0.907392,0.914436,1.011822,1.008981,0.929630,1.059720,0.950504,0.999630,1.184432,0.939279,0.982585,1.183036,1.100271,1.050993,1.038193,0.916138,1.135934,0.988018,0.981293,1.027006,1.270369,1.165771,1.274511,1.078744,1.216116,0.966927,0.918747,0.915287,1.119355,0.970041,1.157627,1.064340,1.052592,1.005742,1.207664,1.123785,1.014879,0.922896,0.840888,0.832044,0.776991,0.956944,0.933917,1.077187,0.964892,0.953713,0.987220,0.960020,1.051551,0.997422,1.019977,1.074816,1.078564,1.200340,1.178336,1.180957,1.229945,1.113957,1.125478,1.042944,1.108933,1.045856,0.987260,1.188866,0.998575,1.024884,1.126889,1.152002,0.946492,1.139679,0.847649,0.961338,0.846209,0.971720,1.014018,1.052710,0.895476,0.938257,1.042283,1.030364,1.014772,0.803830,0.986116,0.934644,0.843808,0.828345,0.918732,0.937375,0.951845,0.967781,0.865421,0.870824,1.081979,0.855408,0.909141,0.846317,0.984661,0.914021,1.179180,0.796519,0.948887,0.948115,0.909663,0.985928,1.019410,1.111311,0.969292,0.954223,0.953979,0.891264,0.986836,0.900381,0.915732,0.949514,0.867694,1.029990,1.013049,1.141267,0.817440,1.038263,0.918314,0.797344,0.000000,0.925933,0.888443,1.015908,0.930384,1.051816,0.933538,0.871153,0.963941,0.936917,0.981730,1.155977,1.222771,1.104805,1.123925,1.125925,1.095860,1.131010,1.037072,1.090908,0.883198,0.924932,0.989040,0.970368,0.934639,1.005011,0.929064,0.921694,0.980400,1.101654,0.887998,0.922252,0.892179
蓝/肥皂__chunk003,1.248495,1.299448,1.125376,1.169100,1.217005,1.033384,1.197696,1.264144,1.124581,1.291068,1.165253,1.128119,1.057546,0.899054,0.969240,1.202835,1.209374,0.883593,1.174774,1.081003,1.179252,1.232619,1.087143,1.124423,1.112033,1.166194,1.082058,1.107900,1.096717,1.172326,1.224540,1.094975,1.104896,1.407866,1.258293,1.273938,1.197595,1.290274,1.099584,1.142970,1.149360,1.267822,1.129020,1.186086,1.130734,1.223970,1.337865,1.326356,1.085622,1.016701,1.059809,0.930638,0.981803,1.049400,0.739867,0.845381,1.224512,1.009588,1.046574,0.992645,1.070368,1.070561,1.036308,1.085285,1.124230,1.264408,1.146462,1.204729,1.145029,1.210462,1.309455,1.168845,1.133634,1.226437,1.216745,1.055869,1.243076,1.181847,1.142775,1.213739,1.394256,1.175668,1.326362,1.076594,1.098256,1.046659,1.001869,1.097105,1.124295,1.052545,1.013093,1.116119,1.334708,1.110905,0.992534,1.098539,0.998567,0.969561,0.931886,0.845070,1.161384,1.017931,1.007109,0.878797,0.934654,1.058013,0.966965,0.947103,0.988494,1.010311,0.934056,1.019885,1.000840,0.923616,0.968566,0.994772,0.938804,1.123257,1.141348,1.113891,1.002408,1.018398,1.041001,1.152339,1.050522,0.949614,0.986093,0.979295,1.361995,1.078077,1.147144,0.873370,1.078111,0.995457,0.881019,0.925933,0.000000,0.955770,1.170057,0.926044,1.069632,1.064470,0.891212,1.006259,0.990661,1.008518,1.107075,1.309658,1.115826,1.135374,1.281470,1.069578,1.112308,1.147658,1.102169,1.053819,1.069780,0.966111,0.905681,0.952689,1.088057,1.002526,1.000776,1.129218,1.234181,0.905483,0.936273,1.037934
蓝/肥皂__chunk004,1.091990,1.204327,1.173702,1.233251,1.190950,1.067779,1.084488,1.155703,1.072080,1.238426,1.154520,1.187425,0.933711,0.832381,0.913348,1.082042,1.218052,1.005399,1.105061,0.990558,1.048573,1.329699,1.049586,1.169601,1.183256,1.107918,1.165145,1.171671,1.073606,1.172681,1.120670,0.974223,1.004437,1.311518,1.231768,1.388903,1.291658,1.338091,1.072237,1.190336,1.015548,1.027768,1.121879,1.285085,1.159414,1.122718,1.123903,1.329822,1.170249,0.945593,0.895594,0.943927,0.895783,0.991000,0.913152,0.746762,1.047668,0.951636,0.969103,0.944497,0.843354,1.003817,0.925750,1.070765,1.032411,1.148976,1.123590,1.270066,1.250827,1.269253,1.152466,1.226897,1.093488,1.265924,1.119464,1.132500,1.303733,1.078818,1.143581,1.123634,1.282641,1.076564,1.295324,0.832507,1.053051,0.923304,0.985960,1.095196,0.992654,0.930649,1.034391,1.007876,1.047005,0.977674,0.867143,1.050064,1.050399,0.827890,0.877481,0.845488,0.953571,1.075865,0.912884,0.983519,0.919330,1.012308,0.975623,0.959344,0.902632,0.949118,0.879423,1.125584,0.931095,1.013121,0.955328,0.970916,0.829977,1.162749,1.201633,1.122867,0.922142,1.052395,0.914254,0.993625,1.030059,1.029270,0.925229,0.886830,1.157681,1.107489,1.133049,0.910758,0.954324,0.977660,0.895735,0.888443,0.955770,0.000000,0.932848,1.056738,0.959190,0.876487,0.829351,0.896719,0.929107,0.943160,1.047137,1.210689,0.968515,1.171350,1.159104,1.208445,1.171252,1.097976,0.969072,1.083395,0.912885,1.013728,1.041253,0.964082,1.101500,1.017775,0.975008,1.102894,1.065689,0.849660,0.907999,0.873678
蓝/药__chunk001,1.137419,1.447610,1.306264,1.418484,1.369669,1.333273,1.271364,1.207634,1.186939,1.497556,1.329213,1.396680,1.076439,1.185023,0.883428,1.176429,1.087317,1.098038,1.303838,1.302026,1.228345,1.476086,1.113933,1.277114,1.388428,1.150646,1.078124,1.276654,1.262598,1.325563,1.281537,1.035845,1.133597,1.478952,1.341293,1.477041,1.446238,1.531882,1.069477,1.341937,1.072494,1.125739,1.064181,1.421538,1.249607,1.274813,1.273657,1.439173,1.340516,1.167491,1.111720,1.189128,1.142619,1.312492,1.188907,1.057455,0.893359,0.875415,1.085037,0.937309,0.939040,0.930289,0.992528,1.101574,0.990850,1.162530,1.282938,1.313615,1.151323,1.315592,1.146646,1.233596,1.019213,1.227675,1.102957,1.152577,1.365911,1.171014,1.141312,1.237959,1.341958,1.059480,1.304749,1.003025,1.219770,1.037114,1.061827,1.218933,1.264489,1.277887,1.127222,1.139718,1.226170,0.971977,1.014843,1.410853,1.161591,0.962115,1.028608,0.763090,1.023882,1.088646,0.991843,1.215988,1.200268,1.121465,1.214747,0.895424,0.995539,1.117986,0.942672,1.188424,0.995573,1.286496,1.101126,0.933304,0.907629,1.234944,1.327651,1.284144,0.954992,1.234590,0.787498,1.025293,0.922831,1.220876,0.975234,1.079800,1.220772,1.278129,1.281331,1.022129,1.192335,1.065544,0.962481,1.015908,1.170057,0.932848,0.000000,0.903346,0.989582,0.844484,0.938731,0.785919,0.920549,0.904150,0.874589,1.152797,1.151396,1.225151,1.194930,1.078254,1.066239,1.160811,0.987530,1.132644,0.905722,1.071314,1.004397,1.000420,1.005982,0.982504,0.843183,1.011925,1.085848,0.898085,1.076448,0.876952
蓝/药__chunk002,1.208261,1.272964,1.172210,1.265251,1.305596,1.064778,1.126478,1.275799,1.087888,1.237217,1.165031,1.145274,0.939879,0.935597,0.957391,1.095246,1.002881,0.976661,1.214272,1.119562,1.147524,1.408028,1.023804,1.105285,1.248008,1.191503,0.924273,1.176832,1.180607,1.179962,1.209209,1.040616,1.050709,1.406522,1.331269,1.269684,1.240455,1.388710,1.118790,1.273372,1.063469,1.108358,1.024896,1.323705,1.221182,1.254703,1.220943,1.375215,1.180136,0.973680,0.978918,1.012582,0.942653,1.145675,0.959153,0.946354,0.914971,0.676876,1.051454,0.832290,0.906695,0.907326,0.961830,0.997526,0.992846,1.149604,1.148274,1.246233,1.091792,1.207293,1.041523,1.130651,0.913426,1.124250,1.080621,1.057572,1.212527,1.094753,1.005369,1.139622,1.186384,0.999852,1.166877,0.894411,1.145894,0.857707,1.033608,1.056863,1.100364,1.180459,1.052372,1.068281,1.236538,1.015033,0.884338,1.146475,1.058860,0.925959,0.923157,0.771217,0.968920,1.024273,0.983395,1.018445,1.006451,1.118349,1.050660,0.908251,0.950306,1.003473,0.957694,0.922903,0.968178,1.183237,0.872352,0.911093,0.893496,1.204992,1.142893,0.984938,1.025463,1.253496,0.953824,1.014313,1.058333,1.057940,1.002376,1.036969,1.190070,1.127103,0.970119,0.830879,0.983902,0.915936,0.915344,0.930384,0.926044,1.056738,0.903346,0.000000,0.930604,0.916205,0.817261,0.827189,0.778716,0.943627,0.890440,1.224373,1.081297,1.177544,1.133698,0.903153,0.988982,1.099347,0.900575,0.925871,0.980526,1.033632,0.947347,0.893603,1.093227,0.858881,0.973209,0.975931,1.063984,0.899009,0.920000,0.884986
蓝/药__chunk003,0.996215,1.195572,1.093309,1.242104,1.209003,1.061007,1.096687,1.120208,1.074876,1.310712,1.182011,1.318528,0.989422,1.096016,0.964310,1.000598,1.023208,1.065866,1.141556,1.213243,1.143772,1.436235,1.103958,1.234704,1.318022,1.189345,1.044171,1.274994,1.153775,1.278783,1.206172,0.975680,0.958718,1.224805,1.201081,1.455680,1.354236,1.372037,1.107901,1.197028,1.076573,1.049202,0.913915,1.355836,1.115989,1.135321,1.067701,1.286256,1.072413,1.106210,1.048568,1.046061,0.938335,1.185197,1.063102,0.918642,1.118562,1.012144,0.860233,0.930420,0.915373,0.906177,0.900273,1.150108,1.030927,1.123919,1.221349,1.162174,1.203310,1.205357,1.145795,1.116196,0.970198,1.233613,1.139426,1.045933,1.360432,1.127823,1.021757,1.209843,1.266292,1.075268,1.174353,0.942597,1.137246,0.892545,0.968764,1.005745,1.047989,1.120168,0.963858,0.907044,1.161104,0.941909,0.914131,1.236680,1.087146,0.840589,0.951200,0.819957,1.075755,1.028982,0.955658,1.145564,1.038586,1.014452,1.108182,0.850264,1.049344,1.080624,0.977882,1.135609,1.090357,1.137844,1.032098,0.840245,0.848004,1.139640,1.209161,1.132716,0.893550,1.146588,0.952956,1.049144,0.853870,1.079002,0.955128,0.946463,1.197481,1.087696,0.926025,1.036972,0.940430,1.031590,0.871529,1.051816,1.069632,0.959190,0.989582,0.930604,0.000000,1.032785,0.949851,0.802846,0.977348,1.035375,0.935824,1.053419,1.069454,1.139253,1.031658,1.091248,1.128783,1.012764,0.820883,1.036760,1.043181,1.065144,1.029568,0.909847,1.006068,0.957175,0.931948,1.007697,1.061293,0.920525,1.031995,0.971004
蓝/铸剑__chunk001,1.266893,1.310053,1.134533,1.184250,1.216676,1.060896,1.108755,1.093852,0.998450,1.141243,1.148026,1.268465,0.901392,0.825261,0.832413,0.970821,1.010337,0.993038,1.041777,1.077462,0.945581,1.207805,0.918817,1.102021,1.238072,1.033471,0.913168,1.116977,1.029394,1.027279,1.086891,0.952916,0.903499,1.347839,1.290372,1.339238,1.254018,1.433465,0.961783,1.131726,0.997252,1.073222,0.921730,1.202887,1.226022,1.176226,1.078213,1.280571,1.063537,1.100287,1.021652,1.119184,0.908648,0.943847,1.099489,0.919610,0.942084,0.822981,1.043110,0.521120,0.840503,0.963318,0.932519,0.955805,1.033415,1.129792,1.174487,1.094669,1.133359,1.117929,0.982337,1.114896,0.898934,1.068696,0.946025,1.079691,1.208388,1.004212,0.947561,1.037940,1.121409,1.015071,1.108848,0.950515,1.037427,0.874779,1.010660,1.093596,1.025364,1.056230,0.956926,1.021776,1.110942,0.922430,0.889304,1.066549,1.019226,0.723668,0.845646,0.731183,0.939017,0.926091,0.926176,1.055643,0.957689,1.045389,0.966862,0.951009,0.934497,1.055775,0.996470,1.084651,0.950125,1.082333,0.966434,0.850105,0.804781,1.207532,1.195101,1.076459,0.980675,1.156983,0.948304,1.082798,0.948976,1.040280,1.000164,0.991142,1.076802,1.105524,1.216316,0.979442,1.094117,1.012323,0.938837,0.933538,1.064470,0.876487,0.844484,0.916205,1.032785,0.000000,0.750553,0.824847,0.839625,0.784680,0.964161,1.202001,1.003343,1.144116,1.118645,0.907880,0.917039,1.058765,0.899185,0.993973,0.911386,1.030904,1.016063,0.960829,0.930007,0.912339,0.899828,0.956717,1.085791,0.851471,0.939314,0.928582
蓝/铸剑__chunk002,1.055076,1.137392,1.030684,1.152040,1.107494,1.004684,1.093931,1.080787,0.903030,1.149320,1.014802,1.033332,0.851851,0.860221,0.830808,0.954983,0.998158,0.813064,0.916558,0.956422,0.976416,1.205735,0.944228,0.986708,1.086902,0.940189,0.953556,1.035688,1.043560,1.072764,1.031900,0.929041,1.004431,1.307628,1.085327,1.181309,1.071655,1.264840,0.958734,0.994287,0.956554,1.050998,1.041451,1.109249,1.100081,1.041710,1.122637,1.168317,1.012074,0.941542,1.031903,0.955222,0.859872,0.939201,0.901781,0.792801,0.910395,0.784671,0.968796,0.711738,0.587156,0.900457,0.782865,0.954851,0.955969,1.051449,0.996778,1.040682,1.003216,1.035332,0.990945,1.001526,0.851683,0.956386,0.944962,1.014731,1.165463,0.861118,0.933603,0.959550,1.132173,0.895688,1.137454,0.792034,1.056673,0.835663,0.968553,1.011210,1.027182,1.079203,0.925125,1.015018,1.076953,0.895390,0.826241,1.113887,1.031111,0.779329,0.884281,0.729861,0.830288,0.994448,0.863988,0.877469,0.934015,1.072756,0.986338,0.877291,0.870923,0.957787,0.878596,0.994677,0.923899,1.022099,0.826706,0.878032,0.902650,1.037466,1.065315,0.963992,0.909654,1.035802,0.862815,0.980928,1.000192,0.926086,0.993046,0.976010,1.126122,1.016460,1.040305,0.863385,0.957021,0.930483,0.786375,0.871153,0.891212,0.829351,0.938731,0.817261,0.949851,0.750553,0.000000,0.794192,0.737805,0.911574,0.912012,1.156533,0.876658,0.953147,1.058695,0.972100,0.979165,0.933911,0.847413,0.874226,0.791219,0.987696,0.910044,0.848602,0.940987,0.863122,0.904087,0.900397,1.073778,0.832554,0.884207,0.831000
蓝/铸剑__chunk003,1.139519,1.210949,1.103361,1.181699,1.143856,1.053215,1.125461,1.102665,1.006473,1.239083,1.125657,1.318436,0.913752,0.974417,0.857724,1.009965,0.873464,0.815359,1.123123,1.114707,1.052683,1.344458,0.884270,1.141123,1.204502,1.038011,1.026314,1.154592,1.114686,1.182876,1.117253,1.003019,0.981380,1.209660,1.188187,1.217952,1.207475,1.324107,1.084352,1.168503,1.004920,1.062174,0.967569,1.244108,1.085976,1.197299,1.104901,1.285894,1.181980,1.002561,0.958742,1.033859,0.951296,1.137356,0.954394,0.879780,0.949126,0.839277,0.986870,0.820467,0.853628,0.585282,0.845541,0.961959,0.820024,1.003638,1.083822,1.094544,0.954435,1.113731,0.979213,1.032729,0.870190,1.002127,0.991141,0.998026,1.231161,0.945491,0.979435,0.985829,1.090033,0.954535,1.028116,0.910164,0.971688,0.872407,0.972399,1.065088,1.054185,1.074413,0.973261,0.976775,1.088349,0.918551,0.902936,1.142358,0.968408,0.776882,0.906984,0.695679,0.929722,0.925518,0.737025,1.031774,0.974795,1.002475,1.060486,0.829578,0.863229,1.067509,0.891106,1.071108,1.016663,1.132796,0.851647,0.867919,0.830238,1.005069,1.093611,1.071192,0.924993,1.090941,0.855672,1.020475,0.916908,1.015554,0.993204,1.082406,1.212649,1.081676,1.041175,0.903378,0.878637,0.981394,0.915044,0.963941,1.006259,0.896719,0.785919,0.827189,0.802846,0.824847,0.794192,0.000000,0.819434,0.821226,0.813621,0.981829,0.873101,1.022472,0.893537,0.871476,0.910824,0.989403,0.791418,0.926225,0.808620,0.889860,0.982246,0.889027,0.904261,0.809243,0.760774,0.936308,0.890670,0.883016,0.946831,0.811899
蓝/铸剑__chunk004,1.032523,1.209884,1.125263,1.183118,1.110896,0.976610,1.118113,1.050018,0.974129,1.148336,1.106093,1.046652,0.844264,0.917389,0.892072,0.983268,0.951283,0.875899,0.939744,1.082204,0.957751,1.181083,0.947922,1.188444,1.158683,1.123752,0.975732,1.110829,1.045984,1.102971,1.067794,0.933348,1.002172,1.326413,1.205068,1.156816,1.144609,1.299447,0.980481,1.132476,0.949736,1.102483,0.961879,1.208412,1.089243,1.162176,1.079136,1.259900,1.107124,0.928906,1.046935,1.010265,0.919289,1.021095,0.905566,0.914087,1.041029,0.763772,0.936368,0.863270,0.765608,0.892839,0.585954,0.952334,0.946028,0.986259,1.051510,1.043340,1.039732,1.168045,0.996168,1.101075,0.918626,1.086763,1.032351,0.938826,1.231844,0.984528,0.956997,1.052785,1.167599,0.993527,1.097018,0.783543,1.005166,0.870549,0.921827,1.052603,1.138248,1.020362,0.993230,1.017434,1.056651,0.905494,0.845488,1.182213,1.051282,0.820042,0.843117,0.811675,0.919599,1.001421,0.904286,0.923619,0.994848,1.057887,0.952695,0.848521,1.050534,1.012526,0.849087,1.114993,0.890062,1.087790,0.914271,0.823024,0.913400,1.086625,1.071645,0.952489,0.838443,1.062860,0.795812,1.009162,0.877974,0.987903,0.889215,1.000272,1.254880,1.182343,1.077708,0.843165,0.968466,0.983404,0.887893,0.936917,0.990661,0.929107,0.920549,0.778716,0.977348,0.839625,0.737805,0.819434,0.000000,0.853122,0.866002,0.886205,0.889599,0.973466,1.040323,0.945176,0.937164,1.014319,0.816835,0.934575,0.903343,0.952649,0.866217,0.899158,1.007066,0.787820,0.997996,0.947300,1.034025,0.839053,0.848726,0.920663
蓝/铸剑__chunk005,1.139318,1.231889,1.069525,1.274480,1.103872,1.045153,1.098250,1.030015,1.011650,1.211785,1.053380,1.240581,0.871994,0.976472,0.910339,1.012145,1.054834,1.002109,1.221057,1.128469,0.992918,1.330512,0.975578,1.175137,1.199493,1.092700,0.939508,1.041085,1.119835,1.119130,1.205040,1.026970,1.031801,1.236070,1.276246,1.243602,1.189598,1.348343,1.033067,1.162611,0.934782,1.028513,0.954162,1.206480,1.132863,1.170980,1.105093,1.311911,1.181111,1.073297,1.043842,1.050701,0.963817,1.132736,1.070791,0.936004,1.021682,0.854548,0.957234,0.911057,0.896913,0.835258,0.964353,0.631684,0.741134,1.067023,1.235915,1.222506,1.050455,1.259895,1.098586,1.195530,0.959550,1.159277,1.194018,1.077630,1.297749,1.025472,1.075903,1.075348,1.232609,0.971352,1.185868,0.981853,1.034022,0.915989,0.907971,1.101759,1.095400,1.088235,0.994208,1.039892,1.158519,0.952103,0.965976,1.168968,1.094018,0.784577,0.995700,0.836227,1.031377,0.978912,0.979372,1.035262,0.980101,1.053912,1.064797,0.851471,0.971788,1.029339,0.923574,1.000845,1.017393,1.136994,1.000775,0.903793,0.848209,1.174776,1.094277,1.135283,0.899753,1.104820,0.926350,0.959251,0.955593,1.026675,1.006344,0.939148,1.141253,1.246619,1.116368,0.832893,1.097767,0.892205,0.954543,0.981730,1.008518,0.943160,0.904150,0.943627,1.035375,0.784680,0.911574,0.821226,0.853122,0.000000,0.708551,1.129625,1.038612,1.162760,1.094886,1.042884,1.005784,1.093785,0.977880,1.116568,1.035333,1.007726,1.005606,0.940252,1.040827,0.968326,0.916793,0.995755,1.073610,0.848088,0.940533,0.904960
