,杨戴/伤逝__chunk001,杨戴/伤逝__chunk002,杨戴/伤逝__chunk003,杨戴/伤逝__chunk004,杨戴/伤逝__chunk005,杨戴/伤逝__chunk006,杨戴/伤逝__chunk007,杨戴/在酒楼上__chunk001,杨戴/在酒楼上__chunk002,杨戴/在酒楼上__chunk003,杨戴/在酒楼上__chunk004,杨戴/在酒楼上__chunk005,杨戴/奔月__chunk001,杨戴/奔月__chunk002,杨戴/奔月__chunk003,杨戴/奔月__chunk004,杨戴/孤独者__chunk001,杨戴/孤独者__chunk002,杨戴/孤独者__chunk003,杨戴/孤独者__chunk004,杨戴/孤独者__chunk005,杨戴/孤独者__chunk006,杨戴/孤独者__chunk007,杨戴/孤独者__chunk008,杨戴/幸福的家庭__chunk001,杨戴/幸福的家庭__chunk002,杨戴/幸福的家庭__chunk003,杨戴/故乡__chunk001,杨戴/故乡__chunk002,杨戴/故乡__chunk003,杨戴/故乡__chunk004,杨戴/明天__chunk001,杨戴/明天__chunk002,杨戴/明天__chunk003,杨戴/狂人日记__chunk001,杨戴/狂人日记__chunk002,杨戴/狂人日记__chunk003,杨戴/狂人日记__chunk004,杨戴/社戏__chunk001,杨戴/社戏__chunk002,杨戴/社戏__chunk003,杨戴/社戏__chunk004,杨戴/祝福__chunk001,杨戴/祝福__chunk002,杨戴/祝福__chunk003,杨戴/祝福__chunk004,杨戴/祝福__chunk005,杨戴/祝福__chunk006,杨戴/祝福__chunk007,杨戴/离婚__chunk001,杨戴/离婚__chunk002,杨戴/离婚__chunk003,杨戴/肥皂__chunk001,杨戴/肥皂__chunk002,杨戴/肥皂__chunk003,杨戴/肥皂__chunk004,杨戴/药__chunk001,杨戴/药__chunk002,杨戴/药__chunk003,杨戴/铸剑__chunk001,杨戴/铸剑__chunk002,杨戴/铸剑__chunk003,杨戴/铸剑__chunk004,杨戴/铸剑__chunk005,杨戴/铸剑__chunk006,杨戴/铸剑__chunk007,杨戴/阿Q正传__chunk001,杨戴/阿Q正传__chunk002,杨戴/阿Q正传__chunk003,杨戴/阿Q正传__chunk004,杨戴/阿Q正传__chunk005,杨戴/阿Q正传__chunk006,杨戴/阿Q正传__chunk007,杨戴/阿Q正传__chunk008,杨戴/阿Q正传__chunk009,杨戴/阿Q正传__chunk010,杨戴/阿Q正传__chunk011,杨戴/阿Q正传__chunk012,杨戴/阿Q正传__chunk013,杨戴/阿Q正传__chunk014,杨戴/阿Q正传__chunk015,杨戴/阿Q正传__chunk016,杨戴/阿Q正传__chunk017,杨戴/风波__chunk001,杨戴/风波__chunk002,杨戴/风波__chunk003,蓝/伤逝__chunk001,蓝/伤逝__chunk002,蓝/伤逝__chunk003,蓝/伤逝__chunk004,蓝/伤逝__chunk005,蓝/伤逝__chunk006,蓝/伤逝__chunk007,蓝/在酒楼上__chunk001,蓝/在酒楼上__chunk002,蓝/在酒楼上__chunk003,蓝/在酒楼上__chunk004,蓝/奔月__chunk001,蓝/奔月__chunk002,蓝/奔月__chunk003,蓝/奔月__chunk004,蓝/孤独者__chunk001,蓝/孤独者__chunk002,蓝/孤独者__chunk003,蓝/孤独者__chunk004,蓝/孤独者__chunk005,蓝/孤独者__chunk006,蓝/孤独者__chunk007,蓝/孤独者__chunk008,蓝/幸福的家庭__chunk001,蓝/幸福的家庭__chunk002,蓝/幸福的家庭__chunk003,蓝/故乡__chunk001,蓝/故乡__chunk002,蓝/故乡__chunk003,蓝/明天__chunk001,蓝/明天__chunk002,蓝/狂人日记__chunk001,蓝/狂人日记__chunk002,蓝/狂人日记__chunk003,蓝/社戏__chunk001,蓝/社戏__chunk002,蓝/社戏__chunk003,蓝/社戏__chunk004,蓝/祝福__chunk001,蓝/祝福__chunk002,蓝/祝福__chunk003,蓝/祝福__chunk004,蓝/祝福__chunk005,蓝/祝福__chunk006,蓝/祝福__chunk007,蓝/离婚__chunk001,蓝/离婚__chunk002,蓝/离婚__chunk003,蓝/肥皂__chunk001,蓝/肥皂__chunk002,蓝/肥皂__chunk003,蓝/肥皂__chunk004,蓝/药__chunk001,蓝/药__chunk002,蓝/药__chunk003,蓝/铸剑__chunk001,蓝/铸剑__chunk002,蓝/铸剑__chunk003,蓝/铸剑__chunk004,蓝/铸剑__chunk005,蓝/铸剑__chunk006,蓝/铸剑__chunk007,蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,蓝/阿Q正传__chunk005,蓝/阿Q正传__chunk006,蓝/阿Q正传__chunk007,蓝/阿Q正传__chunk008,蓝/阿Q正传__chunk009,蓝/阿Q正传__chunk010,蓝/阿Q正传__chunk011,蓝/阿Q正传__chunk012,蓝/阿Q正传__chunk013,蓝/阿Q正传__chunk014,蓝/阿Q正传__chunk015,蓝/阿Q正传__chunk016,蓝/阿Q正传__chunk017,蓝/风波__chunk001,蓝/风波__chunk002,蓝/风波__chunk003
蓝/肥皂__chunk001,1.010521,1.133849,0.964637,1.136736,1.098137,0.991761,1.075544,1.214812,0.955699,1.126746,1.023427,1.159603,0.815050,0.993918,0.941440,1.126994,1.055231,0.916457,1.065166,0.977167,1.135408,1.222103,1.067824,1.159482,1.161601,1.112141,0.922564,1.141616,1.061318,1.174180,1.091488,0.976767,0.951158,1.248364,1.213364,1.321517,1.261722,1.324139,1.090188,1.140756,1.073977,1.047746,1.051986,1.248790,1.076457,1.107524,1.116880,1.197884,0.973431,0.881172,0.940180,0.931677,0.660739,1.011335,0.856737,0.796427,1.114666,0.879732,0.975546,0.898352,0.864386,1.002113,0.968769,0.977068,1.025608,1.174765,1.203862,1.202394,1.178621,1.179045,1.191890,1.087971,1.085759,1.153017,1.108300,1.081895,1.273722,1.072139,0.980630,1.173798,1.290872,1.043277,1.223387,0.835637,1.009466,0.867592,0.932969,0.973571,1.123598,1.092380,0.865476,0.919955,1.132833,1.003716,0.850887,1.005712,0.892839,0.784050,0.879479,0.826549,1.050429,0.994742,0.900297,0.868023,0.957391,1.028194,0.886951,0.859107,0.903234,0.994466,0.896402,1.020018,0.872158,0.939908,0.919601,0.823736,0.905250,1.010313,1.201610,1.055077,0.940125,1.044930,1.005563,0.938388,0.939797,0.952116,0.823058,0.822754,1.054646,1.060329,1.064259,0.829812,0.900423,0.881618,0.000000,0.797345,0.881011,0.895735,0.962487,0.915344,0.871533,0.938837,0.786373,0.915048,0.887894,0.954546,0.964434,1.180729,1.048840,1.108485,1.096800,1.019993,0.964785,1.104977,0.953354,0.945943,0.905678,1.058069,0.987677,0.787993,0.941938,0.988402,0.956587,0.941898,1.137456,0.720108,0.906270,0.842455
蓝/肥皂__chunk002,1.074861,1.160377,1.105530,1.110956,0.965767,0.838570,0.967063,1.160017,0.922109,1.073883,0.996720,1.101017,0.955659,0.907396,0.914431,1.011823,1.008980,0.929626,1.059722,0.950507,0.999632,1.184432,0.939283,0.982584,1.183040,1.100275,1.050984,1.038191,0.916142,1.135938,0.988017,0.981273,1.026995,1.270365,1.165775,1.274514,1.078745,1.216116,0.966930,0.918746,0.915289,1.119356,0.970041,1.157624,1.064337,1.052581,1.005744,1.207662,1.123773,1.014864,0.922897,0.840883,0.832043,0.776992,0.956940,0.933919,1.077187,0.964895,0.953706,0.987224,0.960027,1.051557,0.997422,1.019974,1.074813,1.078562,1.200343,1.178338,1.180959,1.229951,1.113961,1.125479,1.042949,1.108930,1.045860,0.987252,1.188865,0.998573,1.024885,1.126887,1.152002,0.946490,1.139681,0.847651,0.961327,0.846206,0.971722,1.014018,1.052712,0.895479,0.938258,1.042289,1.030371,1.014775,0.803826,0.986115,0.934648,0.843807,0.828344,0.918726,0.937371,0.951846,0.967781,0.865416,0.870823,1.081983,0.855406,0.909137,0.846321,0.984651,0.914013,1.179177,0.796521,0.948876,0.948113,0.909658,0.985930,1.019411,1.111309,0.969284,0.954225,0.953983,0.891271,0.986835,0.901929,0.915727,0.949505,0.867680,1.029983,1.013043,1.141263,0.817419,1.038253,0.918311,0.797345,0.000000,0.925921,0.888447,1.015913,0.930388,1.051820,0.933544,0.871154,0.963945,0.936923,0.981732,1.155968,1.222770,1.104807,1.123926,1.125921,1.095852,1.130997,1.037073,1.090913,0.883201,0.924935,0.989035,0.970367,0.934639,1.005016,0.929064,0.921699,0.980401,1.101656,0.887995,0.922244,0.892171
蓝/肥皂__chunk003,1.248490,1.299432,1.125365,1.169093,1.216993,1.033374,1.197684,1.264131,1.124563,1.291053,1.165238,1.128106,1.057532,0.899042,0.969238,1.202821,1.209370,0.883590,1.174767,1.080994,1.179239,1.232605,1.087135,1.124409,1.112023,1.166184,1.082059,1.107883,1.096708,1.172316,1.224524,1.094969,1.104899,1.407866,1.258282,1.273925,1.197581,1.290259,1.099573,1.142955,1.149351,1.267817,1.129017,1.186080,1.130731,1.223971,1.337857,1.326355,1.085625,1.016700,1.059800,0.930637,0.981788,1.049389,0.739862,0.845368,1.224504,1.009580,1.046576,0.992638,1.070360,1.070550,1.036305,1.085280,1.124230,1.264405,1.146449,1.204721,1.145019,1.210453,1.309446,1.168841,1.133627,1.226435,1.216734,1.055870,1.243062,1.181831,1.142767,1.213724,1.394251,1.175654,1.326349,1.076582,1.098260,1.046656,1.001860,1.097090,1.124285,1.052535,1.013079,1.116110,1.334699,1.110894,0.992516,1.098523,0.998558,0.969546,0.931878,0.845069,1.161365,1.017928,1.007106,0.878792,0.934649,1.058004,0.966960,0.947102,0.988483,1.010315,0.934057,1.019881,1.000829,0.923619,0.968563,0.994771,0.938796,1.123243,1.141330,1.113890,1.002395,1.018386,1.040993,1.152332,1.047674,0.949613,0.986097,0.979296,1.362000,1.078080,1.147144,0.873362,1.078114,0.995454,0.881011,0.925921,0.000000,0.955759,1.170054,0.926032,1.069626,1.064460,0.891198,1.006255,0.990650,1.008510,1.107079,1.309661,1.115821,1.135364,1.281471,1.069583,1.112309,1.147650,1.102160,1.053809,1.069770,0.966108,0.905675,0.952683,1.088046,1.002519,1.000766,1.129205,1.234168,0.905480,0.936273,1.037936
蓝/肥皂__chunk004,1.091988,1.204325,1.173705,1.233252,1.190952,1.067782,1.084493,1.155703,1.072078,1.238427,1.154520,1.187428,0.933711,0.832386,0.913343,1.082042,1.218051,1.005395,1.105062,0.990563,1.048572,1.329700,1.049588,1.169602,1.183262,1.107925,1.165137,1.171669,1.073610,1.172687,1.120666,0.974203,1.004425,1.311514,1.231771,1.388904,1.291660,1.338091,1.072241,1.190336,1.015549,1.027768,1.121879,1.285082,1.159411,1.122708,1.123905,1.329819,1.170238,0.945577,0.895593,0.943922,0.895782,0.991003,0.913149,0.746764,1.047671,0.951638,0.969095,0.944499,0.843359,1.003818,0.925749,1.070763,1.032405,1.148973,1.123594,1.270066,1.250830,1.269255,1.152470,1.226897,1.093490,1.265923,1.119465,1.132492,1.303734,1.078816,1.143583,1.123631,1.282642,1.076563,1.295325,0.832510,1.053038,0.923303,0.985959,1.095195,0.992656,0.930651,1.034392,1.007879,1.047007,0.977674,0.867139,1.050063,1.050404,0.827888,0.877484,0.845482,0.953567,1.075864,0.912882,0.983515,0.919328,1.012310,0.975621,0.959338,0.902635,0.949110,0.879417,1.125581,0.931097,1.013112,0.955324,0.970911,0.829976,1.162751,1.201632,1.122859,0.922143,1.052398,0.914259,0.993625,1.031681,1.029263,0.925219,0.886817,1.157671,1.107481,1.133044,0.910736,0.954311,0.977658,0.895735,0.888447,0.955759,0.000000,0.932852,1.056743,0.959192,0.876490,0.829352,0.896719,0.929110,0.943162,1.047124,1.210684,0.968514,1.171351,1.159097,1.208436,1.171236,1.097979,0.969074,1.083398,0.912887,1.013724,1.041249,0.964080,1.101503,1.017773,0.975011,1.102897,1.065687,0.849656,0.907991,0.873669
蓝/药__chunk001,1.137424,1.447610,1.306268,1.418492,1.369674,1.333280,1.271370,1.207634,1.186939,1.497559,1.329216,1.396684,1.076440,1.185028,0.883429,1.176430,1.087320,1.098039,1.303847,1.302034,1.228345,1.476089,1.113938,1.277116,1.388432,1.150651,1.078121,1.276655,1.262602,1.325568,1.281534,1.035832,1.133592,1.478955,1.341297,1.477043,1.446242,1.531883,1.069478,1.341937,1.072498,1.125745,1.064184,1.421543,1.249610,1.274810,1.273664,1.439178,1.340511,1.167484,1.111726,1.189130,1.142620,1.312499,1.188911,1.057457,0.893365,0.875419,1.085034,0.937312,0.939045,0.930288,0.992533,1.101577,0.990850,1.162532,1.282941,1.313620,1.151328,1.315595,1.146650,1.233600,1.019217,1.227678,1.102958,1.152574,1.365913,1.171015,1.141319,1.237958,1.341965,1.059477,1.304751,1.003028,1.219765,1.037118,1.061833,1.218931,1.264495,1.277894,1.127223,1.139721,1.226174,0.971976,1.014840,1.410853,1.161596,0.962114,1.028617,0.763089,1.023877,1.088647,0.991845,1.215990,1.200273,1.121469,1.214752,0.895424,0.995541,1.117984,0.942669,1.188429,0.995575,1.286494,1.101130,0.933305,0.907635,1.234946,1.327649,1.284144,0.954991,1.234594,0.787498,1.025300,0.924496,1.220876,0.975229,1.079791,1.220769,1.278129,1.281333,1.022114,1.192328,1.065546,0.962487,1.015913,1.170054,0.932852,0.000000,0.903350,0.989586,0.844485,0.938734,0.785922,0.920553,0.904155,0.874581,1.152795,1.151402,1.225159,1.194929,1.078250,1.066232,1.160819,0.987531,1.132650,0.905725,1.071315,1.004401,1.000425,1.005983,0.982508,0.843185,1.011928,1.085848,0.898086,1.076448,0.876951
蓝/药__chunk002,1.208260,1.272962,1.172213,1.265253,1.305599,1.064778,1.126481,1.275799,1.087886,1.237218,1.165032,1.145276,0.939880,0.935600,0.957386,1.095248,1.002879,0.976656,1.214274,1.119566,1.147526,1.408028,1.023808,1.105286,1.248012,1.191508,0.924264,1.176831,1.180612,1.179966,1.209207,1.040595,1.050699,1.406518,1.331274,1.269686,1.240456,1.388712,1.118793,1.273372,1.063471,1.108356,1.024896,1.323703,1.221179,1.254693,1.220944,1.375213,1.180125,0.973665,0.978919,1.012578,0.942653,1.145676,0.959149,0.946355,0.914970,0.676876,1.051446,0.832292,0.906701,0.907329,0.961831,0.997523,0.992842,1.149601,1.148275,1.246234,1.091794,1.207299,1.041528,1.130652,0.913430,1.124247,1.080625,1.057563,1.212527,1.094752,1.005368,1.139620,1.186385,0.999851,1.166879,0.894412,1.145883,0.857703,1.033610,1.056862,1.100364,1.180461,1.052373,1.068287,1.236544,1.015035,0.884333,1.146473,1.058863,0.925958,0.923158,0.771209,0.968916,1.024273,0.983395,1.018440,1.006450,1.118352,1.050658,0.908246,0.950308,1.003463,0.957685,0.922901,0.968181,1.183226,0.872350,0.911086,0.893497,1.204994,1.142890,0.984930,1.025463,1.253499,0.953829,1.014312,1.059782,1.057935,1.002366,1.036954,1.190063,1.127096,0.970112,0.830858,0.983891,0.915932,0.915344,0.930388,0.926032,1.056743,0.903350,0.000000,0.930607,0.916210,0.817261,0.827192,0.778721,0.943630,0.890430,1.224371,1.081298,1.177544,1.133693,0.903144,0.988969,1.099350,0.900580,0.925872,0.980529,1.033628,0.947345,0.893602,1.093230,0.858881,0.973213,0.975933,1.063988,0.899005,0.919992,0.884978
蓝/药__chunk003,0.996216,1.195570,1.093311,1.242109,1.209006,1.061011,1.096690,1.120207,1.074874,1.310714,1.182011,1.318530,0.989422,1.096020,0.964310,1.000597,1.023210,1.065866,1.141562,1.213248,1.143771,1.436236,1.103962,1.234704,1.318026,1.189348,1.044166,1.274993,1.153778,1.278787,1.206168,0.975664,0.958711,1.224806,1.201083,1.455682,1.354238,1.372036,1.107904,1.197027,1.076577,1.049205,0.913915,1.355838,1.115989,1.135316,1.067706,1.286258,1.072406,1.106199,1.048572,1.046061,0.938333,1.185201,1.063103,0.918644,1.118566,1.012148,0.860228,0.930423,0.915377,0.906176,0.900276,1.150110,1.030926,1.123919,1.221350,1.162177,1.203314,1.205358,1.145797,1.116198,0.970201,1.233616,1.139424,1.045929,1.360432,1.127822,1.021762,1.209840,1.266297,1.075267,1.174354,0.942600,1.137239,0.892548,0.968769,1.005743,1.047993,1.120174,0.963858,0.907047,1.161107,0.941908,0.914126,1.236678,1.087150,0.840587,0.951208,0.819953,1.075749,1.028982,0.955658,1.145564,1.038588,1.014455,1.108184,0.850262,1.049346,1.080620,0.977879,1.135611,1.090358,1.137838,1.032100,0.840244,0.848007,1.139639,1.209159,1.132713,0.893550,1.146591,0.952959,1.049147,0.855644,1.079000,0.955122,0.946453,1.197476,1.087693,0.926024,1.036954,0.940421,1.031590,0.871533,1.051820,1.069626,0.959192,0.989586,0.930607,0.000000,1.032787,0.949852,0.802847,0.977350,1.035380,0.935814,1.053415,1.069457,1.139257,1.031657,1.091243,1.128774,1.012769,0.820882,1.036764,1.043183,1.065143,1.029569,0.909849,1.006068,0.957178,0.931949,1.007698,1.061291,0.920525,1.031992,0.971001
蓝/铸剑__chunk001,1.266891,1.310053,1.134538,1.184252,1.216680,1.060899,1.108759,1.093853,0.998449,1.141246,1.148028,1.268469,0.901393,0.825265,0.832409,0.970821,1.010335,0.993033,1.041780,1.077466,0.945581,1.207807,0.918819,1.102023,1.238078,1.033476,0.913159,1.116977,1.029399,1.027284,1.086888,0.952896,0.903487,1.347836,1.290376,1.339240,1.254022,1.433466,0.961787,1.131726,0.997253,1.073223,0.921728,1.202885,1.226020,1.176217,1.078214,1.280569,1.063526,1.100272,1.021652,1.119180,0.908648,0.943850,1.099486,0.919612,0.942085,0.822983,1.043103,0.521120,0.840508,0.963321,0.932518,0.955804,1.033409,1.129789,1.174489,1.094669,1.133361,1.117933,0.982341,1.114897,0.898937,1.068695,0.946028,1.079684,1.208390,1.004212,0.947561,1.037940,1.121410,1.015071,1.108851,0.950519,1.037415,0.874779,1.010661,1.093596,1.025366,1.056232,0.956927,1.021780,1.110947,0.922433,0.889302,1.066549,1.019232,0.723667,0.845648,0.731175,0.939013,0.926090,0.926176,1.055640,0.957688,1.045391,0.966860,0.951004,0.934500,1.055767,0.996463,1.084649,0.950128,1.082324,0.966432,0.850102,0.804783,1.207534,1.195101,1.076452,0.980677,1.156987,0.948308,1.082797,0.950669,1.040274,1.000153,0.991127,1.076794,1.105518,1.216312,0.979421,1.094105,1.012320,0.938837,0.933544,1.064460,0.876490,0.844485,0.916210,1.032787,0.000000,0.750554,0.824848,0.839628,0.784683,0.964148,1.201996,1.003343,1.144117,1.118639,0.907872,0.917025,1.058767,0.899189,0.993977,0.911388,1.030900,1.016061,0.960828,0.930009,0.912338,0.899831,0.956719,1.085792,0.851467,0.939306,0.928574
蓝/铸剑__chunk002,1.055070,1.137392,1.030683,1.152037,1.107495,1.004683,1.093930,1.080791,0.903030,1.149323,1.014805,1.033333,0.851854,0.860222,0.830799,0.954986,0.998154,0.813057,0.916556,0.956422,0.976420,1.205738,0.944228,0.986711,1.086908,0.940195,0.953545,1.035688,1.043562,1.072768,1.031900,0.929017,1.004417,1.307619,1.085327,1.181314,1.071657,1.264843,0.958738,0.994288,0.956554,1.050994,1.041448,1.109242,1.100075,1.041695,1.122634,1.168310,1.012058,0.941523,1.031900,0.955214,0.859874,0.939199,0.901773,0.792802,0.910392,0.784671,0.968785,0.711737,0.587156,0.900461,0.782861,0.954845,0.955961,1.051443,0.996780,1.040679,1.003214,1.035333,0.990946,1.001524,0.851684,0.956380,0.944965,1.014721,1.165466,0.861118,0.933600,0.959550,1.132169,0.895690,1.137456,0.792037,1.056659,0.835657,0.968551,1.011212,1.027179,1.079203,0.925129,1.015021,1.076955,0.895396,0.826239,1.113887,1.031113,0.779331,0.884281,0.729851,0.830286,0.994445,0.863985,0.877460,0.934011,1.072757,0.986334,0.877284,0.870926,0.957776,0.878586,0.994671,0.923902,1.022086,0.826700,0.878023,0.902649,1.037471,1.065316,0.963980,0.909660,1.035803,0.862818,0.980924,1.001611,0.926077,0.993035,0.975993,1.126109,1.016449,1.040295,0.863359,0.957006,0.930477,0.786373,0.871154,0.891198,0.829352,0.938734,0.817261,0.949852,0.750554,0.000000,0.794191,0.737807,0.911574,0.911998,1.156527,0.876654,0.953144,1.058687,0.972087,0.979148,0.933909,0.847415,0.874225,0.791219,0.987689,0.910038,0.848599,0.940991,0.863117,0.904089,0.900399,1.073782,0.832549,0.884195,0.830989
蓝/铸剑__chunk003,1.139523,1.210945,1.103362,1.181703,1.143856,1.053219,1.125462,1.102662,1.006468,1.239082,1.125654,1.318437,0.913751,0.974421,0.857725,1.009962,0.873469,0.815361,1.123128,1.114711,1.052680,1.344458,0.884274,1.141123,1.204505,1.038014,1.026312,1.154590,1.114689,1.182880,1.117247,1.003007,0.981375,1.209661,1.188187,1.217952,1.207476,1.324105,1.084354,1.168501,1.004921,1.062180,0.967573,1.244113,1.085979,1.197296,1.104906,1.285897,1.181976,1.002553,0.958745,1.033861,0.951294,1.137359,0.954396,0.879780,0.949132,0.839281,0.986868,0.820469,0.853629,0.585278,0.845545,0.961963,0.820023,1.003641,1.083822,1.094547,0.954438,1.113732,0.979214,1.032735,0.870192,1.002131,0.991138,0.998025,1.231160,0.945488,0.979439,0.985824,1.090039,0.954533,1.028114,0.910165,0.971682,0.872413,0.972402,1.065086,1.054188,1.074417,0.973260,0.976776,1.088347,0.918548,0.902930,1.142354,0.968411,0.776878,0.906991,0.695678,0.929713,0.925520,0.737028,1.031776,0.974800,1.002477,1.060491,0.829578,0.863230,1.067507,0.891105,1.071112,1.016663,1.132794,0.851650,0.867921,0.830240,1.005067,1.093609,1.071192,0.924992,1.090943,0.855674,1.020481,0.918590,1.015553,0.993200,1.082399,1.212644,1.081675,1.041175,0.903362,0.878630,0.981398,0.915048,0.963945,1.006255,0.896719,0.785922,0.827192,0.802847,0.824848,0.794191,0.000000,0.819434,0.821228,0.813613,0.981826,0.873105,1.022476,0.893536,0.871472,0.910815,0.989408,0.791416,0.926228,0.808621,0.889861,0.982248,0.889033,0.904260,0.809247,0.760773,0.936308,0.890666,0.883018,0.946830,0.811896
蓝/铸剑__chunk004,1.032521,1.209884,1.125268,1.183121,1.110900,0.976613,1.118118,1.050019,0.974127,1.148338,1.106094,1.046655,0.844264,0.917393,0.892068,0.983270,0.951282,0.875894,0.939746,1.082208,0.957752,1.181083,0.947925,1.188446,1.158688,1.123759,0.975724,1.110829,1.045990,1.102978,1.067791,0.933329,1.002161,1.326411,1.205072,1.156817,1.144612,1.299447,0.980485,1.132476,0.949738,1.102483,0.961878,1.208411,1.089241,1.162168,1.079139,1.259897,1.107113,0.928890,1.046935,1.010261,0.919290,1.021097,0.905562,0.914089,1.041031,0.763775,0.936360,0.863272,0.765613,0.892841,0.585953,0.952333,0.946023,0.986256,1.051512,1.043339,1.039735,1.168049,0.996174,1.101077,0.918629,1.086761,1.032353,0.938819,1.231846,0.984528,0.956998,1.052784,1.167601,0.993527,1.097020,0.783546,1.005155,0.870548,0.921826,1.052602,1.138249,1.020363,0.993230,1.017438,1.056657,0.905497,0.845485,1.182213,1.051288,0.820042,0.843119,0.811668,0.919594,1.001420,0.904285,0.923615,0.994847,1.057890,0.952694,0.848516,1.050539,1.012518,0.849079,1.114992,0.890065,1.087780,0.914268,0.823021,0.913399,1.086626,1.071645,0.952481,0.838443,1.062862,0.795817,1.009162,0.879586,0.987896,0.889205,1.000259,1.254871,1.182335,1.077703,0.843143,0.968453,0.983402,0.887894,0.936923,0.990650,0.929110,0.920553,0.778721,0.977350,0.839628,0.737807,0.819434,0.000000,0.853125,0.865990,0.886200,0.889598,0.973466,1.040316,0.945166,0.937149,1.014321,0.816839,0.934578,0.903344,0.952646,0.866213,0.899157,1.007070,0.787818,0.998000,0.947302,1.034025,0.839049,0.848718,0.920655
蓝/铸剑__chunk005,1.139318,1.231884,1.069527,1.274483,1.103872,1.045157,1.098252,1.030013,1.011647,1.211786,1.053378,1.240583,0.871992,0.976476,0.910335,1.012144,1.054835,1.002107,1.221062,1.128476,0.992919,1.330512,0.975583,1.175135,1.199497,1.092704,0.939502,1.041083,1.119840,1.119134,1.205038,1.026952,1.031792,1.236067,1.276250,1.243604,1.189599,1.348343,1.033070,1.162610,0.934784,1.028514,0.954165,1.206481,1.132863,1.170972,1.105096,1.311911,1.181102,1.073285,1.043844,1.050699,0.963814,1.132740,1.070789,0.936005,1.021684,0.854552,0.957229,0.911062,0.896918,0.835260,0.964355,0.631681,0.741128,1.067020,1.235917,1.222510,1.050458,1.259898,1.098591,1.195535,0.959557,1.159276,1.194021,1.077624,1.297748,1.025471,1.075905,1.075344,1.232610,0.971349,1.185868,0.981855,1.034012,0.915989,0.907974,1.101758,1.095403,1.088240,0.994209,1.039896,1.158524,0.952105,0.965971,1.168965,1.094022,0.784573,0.995703,0.836223,1.031370,0.978914,0.979374,1.035259,0.980100,1.053918,1.064797,0.851469,0.971790,1.029331,0.923568,1.000845,1.017394,1.136986,1.000774,0.903788,0.848212,1.174778,1.094275,1.135277,0.899754,1.104824,0.926355,0.959251,0.957137,1.026672,1.006337,0.939135,1.141247,1.246613,1.116364,0.832874,1.097757,0.892205,0.954546,0.981732,1.008510,0.943162,0.904155,0.943630,1.035380,0.784683,0.911574,0.821228,0.853125,0.000000,0.708541,1.129622,1.038615,1.162762,1.094881,1.042877,1.005774,1.093788,0.977883,1.116572,1.035337,1.007721,1.005605,0.940254,1.040828,0.968326,0.916795,0.995755,1.073609,0.848086,0.940526,0.904953
蓝/铸剑__chunk006,1.125935,1.381096,1.255631,1.404536,1.367634,1.304703,1.277522,1.165012,1.213041,1.487012,1.235344,1.279925,0.995406,1.176911,1.053459,1.180681,1.014424,0.971127,1.253132,1.273993,1.176402,1.529134,1.071710,1.273548,1.299745,1.236998,1.019209,1.260668,1.337685,1.333779,1.338053,1.184097,1.062724,1.413500,1.215434,1.411370,1.360283,1.416607,1.170756,1.239355,1.024806,1.067198,0.997659,1.381025,1.241650,1.279170,1.256921,1.371875,1.245063,1.081711,1.116562,1.211703,1.116547,1.242029,1.164704,1.054144,0.922587,0.984594,1.076937,0.986556,0.938301,0.789870,0.981155,0.920262,0.668218,0.894535,1.286243,1.285281,1.104052,1.196590,1.169636,1.145068,1.048096,1.165424,1.130342,1.061778,1.343504,1.147192,1.072513,1.177027,1.378122,1.122317,1.275263,1.053000,1.102933,1.043359,1.062150,1.240882,1.245822,1.228167,1.212774,1.176321,1.235103,0.906006,1.103990,1.386052,1.324232,1.050866,1.136879,0.875844,1.168295,0.948597,0.901034,1.074371,1.168087,1.182155,1.272731,0.919927,1.082546,1.073260,0.996846,1.072930,1.112931,1.224461,1.040545,0.969243,0.944791,1.172396,1.236989,1.093362,0.979043,1.141491,0.920870,0.980631,1.073695,1.092429,0.996377,1.133086,1.238804,1.179523,1.009185,0.916430,0.981095,1.145197,0.964434,1.155968,1.107079,1.047124,0.874581,0.890430,0.935814,0.964148,0.911998,0.813613,0.865990,0.708541,0.000000,0.863421,1.106774,1.198140,1.085725,1.031508,1.033140,1.063146,1.006265,1.082990,0.988835,1.023579,0.989889,0.984592,1.074846,0.981233,1.084063,1.143937,1.087651,0.937808,0.967279,0.874249
