sample_a,sample_b,pair_type,similarity
杨戴/阿Q正传__chunk004,蓝/药__chunk001,cross,0.823737
杨戴/阿Q正传__chunk004,蓝/铸剑__chunk001,cross,0.849900
杨戴/阿Q正传__chunk004,蓝/铸剑__chunk002,cross,0.804390
杨戴/阿Q正传__chunk004,蓝/阿Q正传__chunk001,cross,0.917843
杨戴/阿Q正传__chunk004,蓝/阿Q正传__chunk002,cross,0.924928
杨戴/阿Q正传__chunk004,蓝/阿Q正传__chunk003,cross,0.935849
杨戴/阿Q正传__chunk004,蓝/阿Q正传__chunk004,cross,0.937087
杨戴/阿Q正传__chunk004,蓝/风波__chunk001,cross,0.846850
杨戴/风波__chunk001,蓝/伤逝__chunk001,cross,0.852623
杨戴/风波__chunk001,蓝/伤逝__chunk002,cross,0.822923
杨戴/风波__chunk001,蓝/在酒楼上__chunk001,cross,0.877596
杨戴/风波__chunk001,蓝/奔月__chunk001,cross,0.916628
杨戴/风波__chunk001,蓝/孤独者__chunk001,cross,0.907126
杨戴/风波__chunk001,蓝/孤独者__chunk002,cross,0.882010
杨戴/风波__chunk001,蓝/幸福的家庭__chunk001,cross,0.893213
杨戴/风波__chunk001,蓝/故乡__chunk001,cross,0.893426
杨戴/风波__chunk001,蓝/明天__chunk001,cross,0.890675
杨戴/风波__chunk001,蓝/狂人日记__chunk001,cross,0.856604
杨戴/风波__chunk001,蓝/社戏__chunk001,cross,0.881899
杨戴/风波__chunk001,蓝/祝福__chunk001,cross,0.883715
杨戴/风波__chunk001,蓝/祝福__chunk002,cross,0.877263
杨戴/风波__chunk001,蓝/离婚__chunk001,cross,0.917485
杨戴/风波__chunk001,蓝/肥皂__chunk001,cross,0.901212
杨戴/风波__chunk001,蓝/药__chunk001,cross,0.898902
杨戴/风波__chunk001,蓝/铸剑__chunk001,cross,0.901031
杨戴/风波__chunk001,蓝/铸剑__chunk002,cross,0.832841
杨戴/风波__chunk001,蓝/阿Q正传__chunk001,cross,0.824166
杨戴/风波__chunk001,蓝/阿Q正传__chunk002,cross,0.840812
杨戴/风波__chunk001,蓝/阿Q正传__chunk003,cross,0.841310
杨戴/风波__chunk001,蓝/阿Q正传__chunk004,cross,0.879013
杨戴/风波__chunk001,蓝/风波__chunk001,cross,0.914293
蓝/伤逝__chunk001,蓝/伤逝__chunk002,same,0.941622
蓝/伤逝__chunk001,蓝/在酒楼上__chunk001,same,0.927487
蓝/伤逝__chunk001,蓝/奔月__chunk001,same,0.877186
蓝/伤逝__chunk001,蓝/孤独者__chunk001,same,0.910123
蓝/伤逝__chunk001,蓝/孤独者__chunk002,same,0.930049
蓝/伤逝__chunk001,蓝/幸福的家庭__chunk001,same,0.841452
蓝/伤逝__chunk001,蓝/故乡__chunk001,same,0.930174
蓝/伤逝__chunk001,蓝/明天__chunk001,same,0.881105
蓝/伤逝__chunk001,蓝/狂人日记__chunk001,same,0.889356
蓝/伤逝__chunk001,蓝/社戏__chunk001,same,0.924592
蓝/伤逝__chunk001,蓝/祝福__chunk001,same,0.923268
蓝/伤逝__chunk001,蓝/祝福__chunk002,same,0.899722
蓝/伤逝__chunk001,蓝/离婚__chunk001,same,0.886087
蓝/伤逝__chunk001,蓝/肥皂__chunk001,same,0.881904
蓝/伤逝__chunk001,蓝/药__chunk001,same,0.844026
蓝/伤逝__chunk001,蓝/铸剑__chunk001,same,0.859608
蓝/伤逝__chunk001,蓝/铸剑__chunk002,same,0.824739
蓝/伤逝__chunk001,蓝/阿Q正传__chunk001,same,0.811974
蓝/伤逝__chunk001,蓝/阿Q正传__chunk002,same,0.815599
蓝/伤逝__chunk001,蓝/阿Q正传__chunk003,same,0.831587
蓝/伤逝__chunk001,蓝/阿Q正传__chunk004,same,0.847555
蓝/伤逝__chunk001,蓝/风波__chunk001,same,0.867407
蓝/伤逝__chunk002,蓝/在酒楼上__chunk001,same,0.910035
蓝/伤逝__chunk002,蓝/奔月__chunk001,same,0.864317
蓝/伤逝__chunk002,蓝/孤独者__chunk001,same,0.899613
蓝/伤逝__chunk002,蓝/孤独者__chunk002,same,0.924813
蓝/伤逝__chunk002,蓝/幸福的家庭__chunk001,same,0.856894
蓝/伤逝__chunk002,蓝/故乡__chunk001,same,0.923224
蓝/伤逝__chunk002,蓝/明天__chunk001,same,0.876793
蓝/伤逝__chunk002,蓝/狂人日记__chunk001,same,0.904739
蓝/伤逝__chunk002,蓝/社戏__chunk001,same,0.903976
蓝/伤逝__chunk002,蓝/祝福__chunk001,same,0.909586
蓝/伤逝__chunk002,蓝/祝福__chunk002,same,0.875599
蓝/伤逝__chunk002,蓝/离婚__chunk001,same,0.876779
蓝/伤逝__chunk002,蓝/肥皂__chunk001,same,0.875390
蓝/伤逝__chunk002,蓝/药__chunk001,same,0.855710
蓝/伤逝__chunk002,蓝/铸剑__chunk001,same,0.851333
蓝/伤逝__chunk002,蓝/铸剑__chunk002,same,0.821697
蓝/伤逝__chunk002,蓝/阿Q正传__chunk001,same,0.806787
蓝/伤逝__chunk002,蓝/阿Q正传__chunk002,same,0.812341
蓝/伤逝__chunk002,蓝/阿Q正传__chunk003,same,0.815631
蓝/伤逝__chunk002,蓝/阿Q正传__chunk004,same,0.822554
蓝/伤逝__chunk002,蓝/风波__chunk001,same,0.860923
蓝/在酒楼上__chunk001,蓝/奔月__chunk001,same,0.882337
蓝/在酒楼上__chunk001,蓝/孤独者__chunk001,same,0.931642
蓝/在酒楼上__chunk001,蓝/孤独者__chunk002,same,0.937293
蓝/在酒楼上__chunk001,蓝/幸福的家庭__chunk001,same,0.852570
蓝/在酒楼上__chunk001,蓝/故乡__chunk001,same,0.934253
蓝/在酒楼上__chunk001,蓝/明天__chunk001,same,0.861649
蓝/在酒楼上__chunk001,蓝/狂人日记__chunk001,same,0.902026
蓝/在酒楼上__chunk001,蓝/社戏__chunk001,same,0.908266
蓝/在酒楼上__chunk001,蓝/祝福__chunk001,same,0.917133
蓝/在酒楼上__chunk001,蓝/祝福__chunk002,same,0.893348
蓝/在酒楼上__chunk001,蓝/离婚__chunk001,same,0.890453
蓝/在酒楼上__chunk001,蓝/肥皂__chunk001,same,0.902975
蓝/在酒楼上__chunk001,蓝/药__chunk001,same,0.847554
蓝/在酒楼上__chunk001,蓝/铸剑__chunk001,same,0.869457
蓝/在酒楼上__chunk001,蓝/铸剑__chunk002,same,0.805641
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk001,same,0.814812
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk002,same,0.814605
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk003,same,0.826264
蓝/在酒楼上__chunk001,蓝/阿Q正传__chunk004,same,0.852353
蓝/在酒楼上__chunk001,蓝/风波__chunk001,same,0.856877
蓝/奔月__chunk001,蓝/孤独者__chunk001,same,0.934403
蓝/奔月__chunk001,蓝/孤独者__chunk002,same,0.918621
蓝/奔月__chunk001,蓝/幸福的家庭__chunk001,same,0.917774
蓝/奔月__chunk001,蓝/故乡__chunk001,same,0.927083
蓝/奔月__chunk001,蓝/明天__chunk001,same,0.903152
蓝/奔月__chunk001,蓝/狂人日记__chunk001,same,0.901748
蓝/奔月__chunk001,蓝/社戏__chunk001,same,0.912025
蓝/奔月__chunk001,蓝/祝福__chunk001,same,0.894373
蓝/奔月__chunk001,蓝/祝福__chunk002,same,0.879541
蓝/奔月__chunk001,蓝/离婚__chunk001,same,0.953631
蓝/奔月__chunk001,蓝/肥皂__chunk001,same,0.950590
蓝/奔月__chunk001,蓝/药__chunk001,same,0.942537
蓝/奔月__chunk001,蓝/铸剑__chunk001,same,0.958662
蓝/奔月__chunk001,蓝/铸剑__chunk002,same,0.864614
蓝/奔月__chunk001,蓝/阿Q正传__chunk001,same,0.856754
蓝/奔月__chunk001,蓝/阿Q正传__chunk002,same,0.871994
蓝/奔月__chunk001,蓝/阿Q正传__chunk003,same,0.876225
蓝/奔月__chunk001,蓝/阿Q正传__chunk004,same,0.906888
蓝/奔月__chunk001,蓝/风波__chunk001,same,0.926621
蓝/孤独者__chunk001,蓝/孤独者__chunk002,same,0.958137
蓝/孤独者__chunk001,蓝/幸福的家庭__chunk001,same,0.900240
蓝/孤独者__chunk001,蓝/故乡__chunk001,same,0.960677
蓝/孤独者__chunk001,蓝/明天__chunk001,same,0.885213
蓝/孤独者__chunk001,蓝/狂人日记__chunk001,same,0.928335
蓝/孤独者__chunk001,蓝/社戏__chunk001,same,0.916781
蓝/孤独者__chunk001,蓝/祝福__chunk001,same,0.914398
蓝/孤独者__chunk001,蓝/祝福__chunk002,same,0.903863
蓝/孤独者__chunk001,蓝/离婚__chunk001,same,0.930856
蓝/孤独者__chunk001,蓝/肥皂__chunk001,same,0.929266
蓝/孤独者__chunk001,蓝/药__chunk001,same,0.895338
蓝/孤独者__chunk001,蓝/铸剑__chunk001,same,0.928643
蓝/孤独者__chunk001,蓝/铸剑__chunk002,same,0.832259
蓝/孤独者__chunk001,蓝/阿Q正传__chunk001,same,0.861497
蓝/孤独者__chunk001,蓝/阿Q正传__chunk002,same,0.870979
蓝/孤独者__chunk001,蓝/阿Q正传__chunk003,same,0.871258
蓝/孤独者__chunk001,蓝/阿Q正传__chunk004,same,0.909157
蓝/孤独者__chunk001,蓝/风波__chunk001,same,0.911423
蓝/孤独者__chunk002,蓝/幸福的家庭__chunk001,same,0.880955
蓝/孤独者__chunk002,蓝/故乡__chunk001,same,0.955487
蓝/孤独者__chunk002,蓝/明天__chunk001,same,0.873213
蓝/孤独者__chunk002,蓝/狂人日记__chunk001,same,0.933240
蓝/孤独者__chunk002,蓝/社戏__chunk001,same,0.924773
蓝/孤独者__chunk002,蓝/祝福__chunk001,same,0.909747
蓝/孤独者__chunk002,蓝/祝福__chunk002,same,0.892880
蓝/孤独者__chunk002,蓝/离婚__chunk001,same,0.922046
蓝/孤独者__chunk002,蓝/肥皂__chunk001,same,0.919664
蓝/孤独者__chunk002,蓝/药__chunk001,same,0.873744
蓝/孤独者__chunk002,蓝/铸剑__chunk001,same,0.899066
蓝/孤独者__chunk002,蓝/铸剑__chunk002,same,0.820532
蓝/孤独者__chunk002,蓝/阿Q正传__chunk001,same,0.838507
蓝/孤独者__chunk002,蓝/阿Q正传__chunk002,same,0.847682
蓝/孤独者__chunk002,蓝/阿Q正传__chunk003,same,0.848519
蓝/孤独者__chunk002,蓝/阿Q正传__chunk004,same,0.880256
蓝/孤独者__chunk002,蓝/风波__chunk001,same,0.883301
蓝/幸福的家庭__chunk001,蓝/故乡__chunk001,same,0.900862
蓝/幸福的家庭__chunk001,蓝/明天__chunk001,same,0.904870
蓝/幸福的家庭__chunk001,蓝/狂人日记__chunk001,same,0.857137
蓝/幸福的家庭__chunk001,蓝/社戏__chunk001,same,0.878867
蓝/幸福的家庭__chunk001,蓝/祝福__chunk001,same,0.863205
蓝/幸福的家庭__chunk001,蓝/祝福__chunk002,same,0.829432
蓝/幸福的家庭__chunk001,蓝/离婚__chunk001,same,0.930923
蓝/幸福的家庭__chunk001,蓝/肥皂__chunk001,same,0.919636
蓝/幸福的家庭__chunk001,蓝/药__chunk001,same,0.929945
蓝/幸福的家庭__chunk001,蓝/铸剑__chunk001,same,0.915494
蓝/幸福的家庭__chunk001,蓝/铸剑__chunk002,same,0.858379
蓝/幸福的家庭__chunk001,蓝/阿Q正传__chunk001,same,0.864188
蓝/幸福的家庭__chunk001,蓝/阿Q正传__chunk002,same,0.875891
蓝/幸福的家庭__chunk001,蓝/阿Q正传__chunk003,same,0.859254
蓝/幸福的家庭__chunk001,蓝/阿Q正传__chunk004,same,0.883873
蓝/幸福的家庭__chunk001,蓝/风波__chunk001,same,0.924274
蓝/故乡__chunk001,蓝/明天__chunk001,same,0.898957
蓝/故乡__chunk001,蓝/狂人日记__chunk001,same,0.922961
蓝/故乡__chunk001,蓝/社戏__chunk001,same,0.940494
蓝/故乡__chunk001,蓝/祝福__chunk001,same,0.930738
蓝/故乡__chunk001,蓝/祝福__chunk002,same,0.886419
蓝/故乡__chunk001,蓝/离婚__chunk001,same,0.928374
蓝/故乡__chunk001,蓝/肥皂__chunk001,same,0.936675
蓝/故乡__chunk001,蓝/药__chunk001,same,0.882704
蓝/故乡__chunk001,蓝/铸剑__chunk001,same,0.909432
蓝/故乡__chunk001,蓝/铸剑__chunk002,same,0.845029
蓝/故乡__chunk001,蓝/阿Q正传__chunk001,same,0.861498
蓝/故乡__chunk001,蓝/阿Q正传__chunk002,same,0.870267
蓝/故乡__chunk001,蓝/阿Q正传__chunk003,same,0.873664
蓝/故乡__chunk001,蓝/阿Q正传__chunk004,same,0.907969
蓝/故乡__chunk001,蓝/风波__chunk001,same,0.909031
蓝/明天__chunk001,蓝/狂人日记__chunk001,same,0.827441
蓝/明天__chunk001,蓝/社戏__chunk001,same,0.910162
蓝/明天__chunk001,蓝/祝福__chunk001,same,0.924455
蓝/明天__chunk001,蓝/祝福__chunk002,same,0.886867
蓝/明天__chunk001,蓝/离婚__chunk001,same,0.903244
蓝/明天__chunk001,蓝/肥皂__chunk001,same,0.905874
蓝/明天__chunk001,蓝/药__chunk001,same,0.914729
蓝/明天__chunk001,蓝/铸剑__chunk001,same,0.888633
蓝/明天__chunk001,蓝/铸剑__chunk002,same,0.885367
蓝/明天__chunk001,蓝/阿Q正传__chunk001,same,0.862792
蓝/明天__chunk001,蓝/阿Q正传__chunk002,same,0.877715
蓝/明天__chunk001,蓝/阿Q正传__chunk003,same,0.860678
蓝/明天__chunk001,蓝/阿Q正传__chunk004,same,0.880160
蓝/明天__chunk001,蓝/风波__chunk001,same,0.929140
蓝/狂人日记__chunk001,蓝/社戏__chunk001,same,0.899272
蓝/狂人日记__chunk001,蓝/祝福__chunk001,same,0.877472
蓝/狂人日记__chunk001,蓝/祝福__chunk002,same,0.851776
蓝/狂人日记__chunk001,蓝/离婚__chunk001,same,0.904212
蓝/狂人日记__chunk001,蓝/肥皂__chunk001,same,0.903678
蓝/狂人日记__chunk001,蓝/药__chunk001,same,0.863657
蓝/狂人日记__chunk001,蓝/铸剑__chunk001,same,0.877670
蓝/狂人日记__chunk001,蓝/铸剑__chunk002,same,0.794437
蓝/狂人日记__chunk001,蓝/阿Q正传__chunk001,same,0.806889
蓝/狂人日记__chunk001,蓝/阿Q正传__chunk002,same,0.803405
蓝/狂人日记__chunk001,蓝/阿Q正传__chunk003,same,0.817452
蓝/狂人日记__chunk001,蓝/阿Q正传__chunk004,same,0.846289
蓝/狂人日记__chunk001,蓝/风波__chunk001,same,0.848444
蓝/社戏__chunk001,蓝/祝福__chunk001,same,0.920837
蓝/社戏__chunk001,蓝/祝福__chunk002,same,0.865461
蓝/社戏__chunk001,蓝/离婚__chunk001,same,0.905881
蓝/社戏__chunk001,蓝/肥皂__chunk001,same,0.915902
蓝/社戏__chunk001,蓝/药__chunk001,same,0.894705
蓝/社戏__chunk001,蓝/铸剑__chunk001,same,0.902731
蓝/社戏__chunk001,蓝/铸剑__chunk002,same,0.889950
蓝/社戏__chunk001,蓝/阿Q正传__chunk001,same,0.871016
蓝/社戏__chunk001,蓝/阿Q正传__chunk002,same,0.865304
蓝/社戏__chunk001,蓝/阿Q正传__chunk003,same,0.881768
蓝/社戏__chunk001,蓝/阿Q正传__chunk004,same,0.893225
蓝/社戏__chunk001,蓝/风波__chunk001,same,0.912504
蓝/祝福__chunk001,蓝/祝福__chunk002,same,0.934941
蓝/祝福__chunk001,蓝/离婚__chunk001,same,0.902792
蓝/祝福__chunk001,蓝/肥皂__chunk001,same,0.920484
蓝/祝福__chunk001,蓝/药__chunk001,same,0.874792
蓝/祝福__chunk001,蓝/铸剑__chunk001,same,0.875184
蓝/祝福__chunk001,蓝/铸剑__chunk002,same,0.840199
蓝/祝福__chunk001,蓝/阿Q正传__chunk001,same,0.832938
蓝/祝福__chunk001,蓝/阿Q正传__chunk002,same,0.840961
蓝/祝福__chunk001,蓝/阿Q正传__chunk003,same,0.855865
蓝/祝福__chunk001,蓝/阿Q正传__chunk004,same,0.881662
蓝/祝福__chunk001,蓝/风波__chunk001,same,0.907221
蓝/祝福__chunk002,蓝/离婚__chunk001,same,0.882491
蓝/祝福__chunk002,蓝/肥皂__chunk001,same,0.882507
蓝/祝福__chunk002,蓝/药__chunk001,same,0.855921
蓝/祝福__chunk002,蓝/铸剑__chunk001,same,0.866538
蓝/祝福__chunk002,蓝/铸剑__chunk002,same,0.805335
蓝/祝福__chunk002,蓝/阿Q正传__chunk001,same,0.795086
蓝/祝福__chunk002,蓝/阿Q正传__chunk002,same,0.811373
蓝/祝福__chunk002,蓝/阿Q正传__chunk003,same,0.821875
蓝/祝福__chunk002,蓝/阿Q正传__chunk004,same,0.844443
蓝/祝福__chunk002,蓝/风波__chunk001,same,0.877772
蓝/离婚__chunk001,蓝/肥皂__chunk001,same,0.947438
蓝/离婚__chunk001,蓝/药__chunk001,same,0.934617
蓝/离婚__chunk001,蓝/铸剑__chunk001,same,0.940753
蓝/离婚__chunk001,蓝/铸剑__chunk002,same,0.851848
蓝/离婚__chunk001,蓝/阿Q正传__chunk001,same,0.853298
蓝/离婚__chunk001,蓝/阿Q正传__chunk002,same,0.865381
蓝/离婚__chunk001,蓝/阿Q正传__chunk003,same,0.868028
蓝/离婚__chunk001,蓝/阿Q正传__chunk004,same,0.894612
蓝/离婚__chunk001,蓝/风波__chunk001,same,0.908733
蓝/肥皂__chunk001,蓝/药__chunk001,same,0.926089
蓝/肥皂__chunk001,蓝/铸剑__chunk001,same,0.928448
蓝/肥皂__chunk001,蓝/铸剑__chunk002,same,0.843871
蓝/肥皂__chunk001,蓝/阿Q正传__chunk001,same,0.852969
蓝/肥皂__chunk001,蓝/阿Q正传__chunk002,same,0.861731
蓝/肥皂__chunk001,蓝/阿Q正传__chunk003,same,0.866767
蓝/肥皂__chunk001,蓝/阿Q正传__chunk004,same,0.891956
蓝/肥皂__chunk001,蓝/风波__chunk001,same,0.921882
蓝/药__chunk001,蓝/铸剑__chunk001,same,0.939446
蓝/药__chunk001,蓝/铸剑__chunk002,same,0.893054
蓝/药__chunk001,蓝/阿Q正传__chunk001,same,0.852898
蓝/药__chunk001,蓝/阿Q正传__chunk002,same,0.871931
蓝/药__chunk001,蓝/阿Q正传__chunk003,same,0.863444
蓝/药__chunk001,蓝/阿Q正传__chunk004,same,0.883507
蓝/药__chunk001,蓝/风波__chunk001,same,0.927792
蓝/铸剑__chunk001,蓝/铸剑__chunk002,same,0.904097
蓝/铸剑__chunk001,蓝/阿Q正传__chunk001,same,0.867779
蓝/铸剑__chunk001,蓝/阿Q正传__chunk002,same,0.878297
蓝/铸剑__chunk001,蓝/阿Q正传__chunk003,same,0.880569
蓝/铸剑__chunk001,蓝/阿Q正传__chunk004,same,0.906586
蓝/铸剑__chunk001,蓝/风波__chunk001,same,0.925966
蓝/铸剑__chunk002,蓝/阿Q正传__chunk001,same,0.838414
蓝/铸剑__chunk002,蓝/阿Q正传__chunk002,same,0.846423
蓝/铸剑__chunk002,蓝/阿Q正传__chunk003,same,0.846046
蓝/铸剑__chunk002,蓝/阿Q正传__chunk004,same,0.859460
蓝/铸剑__chunk002,蓝/风波__chunk001,same,0.881128
蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk002,same,0.974618
蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk003,same,0.964461
蓝/阿Q正传__chunk001,蓝/阿Q正传__chunk004,same,0.951186
蓝/阿Q正传__chunk001,蓝/风波__chunk001,same,0.873414
蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk003,same,0.968974
蓝/阿Q正传__chunk002,蓝/阿Q正传__chunk004,same,0.964891
蓝/阿Q正传__chunk002,蓝/风波__chunk001,same,0.888731
蓝/阿Q正传__chunk003,蓝/阿Q正传__chunk004,same,0.962689
蓝/阿Q正传__chunk003,蓝/风波__chunk001,same,0.882819
蓝/阿Q正传__chunk004,蓝/风波__chunk001,same,0.901629
